,ANESTESISTA,PROCEDIMENTO,DURACAO_ANESTESIA
444,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA,47.142857142857146
445,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA DO PILÃO TIBIAL,27.5
446,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,37.25
447,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR,29.045833333333334
448,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO,25.064814814814817
449,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA AO NÍVEL DO JOELHO,45.0
450,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA DISTAL DE TÍBIA,50.0
451,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA SUPRACONDILEANA DO FÊMUR (METÁFISE DISTAL),33.0
452,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA TRANSTROCANTERIANA,32.47857142857143
453,Melinda Hill,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO CARPO-METACARPIANA,40.973333333333336
454,Melinda Hill,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA,35.68484848484848
455,Melinda Hill,TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO,22.0
456,Melinda Hill,TRATAMENTO CIRÚRGICO DE RUTURA DO APARELHO EXTENSOR DO DEDO,40.0
457,Melinda Hill,TRATAMENTO CIRÚRGICO DO HALUX RIGIDUS,40.0
458,Melinda Hill,TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE,30.683333333333334
459,Melinda Hill,TRATAMENTO CONSERVADOR DE FRATURA DE PUNHO COM LUVA GESSADA,30.0
460,Melinda Hill,TRATAMENTO DAS LESÕES OSTEO-CONDRAIS POR FIXAÇÃO OU MOSAICOPLASTIA JOELHO/TORNOZELO,0.0
461,Melinda Riley,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,30.0
462,Melinda Riley,EXCISAO DE LESAO E/OU SUTURA DE FERIMENTO DA PELE ANEXOS E MUCOSA,70.0
463,Melinda Riley,RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR),23.0
464,Melinda Riley,REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO,20.0
465,Melinda Riley,TRATAMENTO CIRURGICO EM POLITRAUMATIZADO,15.2
466,Melinda Riley,TRATAMENTO CIRURGICO P/ REPARACOES DE PERDA DE SUBSTANCIA DA MAO,35.0
467,Melinda Riley,TRATAMENTO CIRÚRGICO DE ASSOCIAÇÃO FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO / DISJUNÇÃO DO ANEL PÉLVICO,30.0
468,Melinda Riley,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,20.0
469,Melinda Riley,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,35.0
470,Melinda Riley,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,15.0
471,Melinda Riley,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ANTEBRAÇO,34.0
472,Melinda Riley,TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL,79.86666666666666
473,Mr. Corey Hall DDS,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,23.8
474,Mrs. Catherine Cameron DVM,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,60.5
475,Mrs. Catherine Cameron DVM,RECONSTRUCAO DE TENDAO PATELAR / TENDAO QUADRICIPITAL,10.0
476,Mrs. Catherine Cameron DVM,RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR),20.666666666666668
477,Mrs. Catherine Cameron DVM,RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR C/ OU S/ ANTERIOR),83.0
478,Mrs. Catherine Cameron DVM,TRATAMENTO CIRURGICO P/ REPARACOES DE PERDA DE SUBSTANCIA DA MAO,30.0
479,Mrs. Catherine Cameron DVM,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,33.0
480,Mrs. Catherine Cameron DVM,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,47.0
481,Mrs. Catherine Cameron DVM,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,24.85
482,Mrs. Catherine Cameron DVM,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO,40.0
483,Nicholas Raymond,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO),30.0
484,Nicole Barr,REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO DO JOELHO,40.0
485,Nicole Barr,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,25.0
486,Nicole Barr,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA,20.6
487,Nicole Fuller,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,25.0
488,Nicole Fuller,TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA,49.23333333333333
489,Nicole Fuller,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,47.5
490,Phillip Hall,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO),29.0
491,Roberta Bartlett,REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO,45.0
492,Roberta Bartlett,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESTERNO-CLAVICULAR,50.0
493,Roberta Bartlett,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO),25.0
494,Roberta Bartlett,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,45.0
495,Roberta Bartlett,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR,65.0
496,Roberta Bartlett,TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO,0.0
497,Roberta Bartlett,TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO,55.0
498,Robin Shaw,APENDICECTOMIA,20.0
499,Robin Shaw,RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR),27.975
500,Robin Shaw,RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR C/ OU S/ ANTERIOR),35.21666666666667
501,Robin Shaw,RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR,5.0
502,Robin Shaw,TENOPLASTIA OU ENXERTO DE TENDÃO UNICO,25.0
503,Robin Shaw,TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ),28.877777777777776
504,Robin Shaw,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO,23.0
505,Robin Shaw,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO),14.833333333333332
506,Robin Shaw,TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA,60.0
507,Robin Shaw,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,33.333333333333336
508,Robin Shaw,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR,14.983333333333333
509,Robin Shaw,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,35.0
510,Robin Shaw,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,20.133333333333333
511,Robin Shaw,TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR,29.58333333333333
512,Ronald Moon,ARTROPLASTIA TOTAL PRIMARIA DO JOELHO,40.833333333333336
513,Ronald Moon,CURATIVO GRAU II C/ OU S/ DEBRIDAMENTO,30.0
514,Ronald Moon,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,42.53333333333333
515,Ronald Moon,DEBRIDAMENTO DE ULCERA / NECROSE,34.0
516,Ronald Moon,EXCISAO DE LESAO E/OU SUTURA DE FERIMENTO DA PELE ANEXOS E MUCOSA,55.0
517,Ronald Moon,EXCISÃO E/OU SUTURA SIMPLES DE PEQUENAS LESÕES / FERIMENTOS DE PELE / ANEXOS E MUCOSA,30.0
518,Ronald Moon,RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR),25.0
519,Ronald Moon,RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR C/ OU S/ ANTERIOR),0.0
520,Ronald Moon,REDUCAO INCRUENTA DE FRATURA / LUXACAO / FRATURA-LUXACAO DO TORNOZELO,50.0
521,Ronald Moon,REDUCAO INCRUENTA DE FRATURA E FRATURA-LUXACAO AO NIVEL DA CINTURA ESCAPULAR,15.0
522,Ronald Moon,REDUCAO INCRUENTA DE LUXACAO FEMURO-PATELAR,0.0
523,Ronald Moon,REDUÇÃO INCRUENTA C/ MANIPULAÇÃO DE LUXAÇÃO ESPONTANEA / PROGRESSIVA DO QUADRIL COM APLICAÇÃO DE DISPOSITIVOS DE CONTENÇÃO,51.0
524,Ronald Moon,REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO,20.0
525,Ronald Moon,REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO,13.0
526,Ronald Moon,RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR,45.0
527,Ronald Moon,TENOMIORRAFIA,26.833333333333332
528,Ronald Moon,TENOPLASTIA OU ENXERTO DE TENDÃO UNICO,10.0
529,Ronald Moon,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS,72.5
530,Ronald Moon,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE),42.0
531,Ronald Moon,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR,21.5
532,Ronald Moon,TRATAMENTO CIRÚGICO DE FRATURA DA DIÁFISE DO ÚMERO,21.4125
533,Ronald Moon,TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ),24.900000000000002
534,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO,40.0
535,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO),35.29833333333333
536,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DE EPI~CÔNDILO / EPITROCLEA DO ÚMERO,20.0
537,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS,27.85
538,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,36.547619047619044
539,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA,75.0
540,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,27.52936507936508
541,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR,41.15
542,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,34.035714285714285
543,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA DA PATELA POR FIXAÇÃO INTERNA,44.0
544,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE),20.0
545,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA,36.42575757575758
546,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA DO CALCÂNEO,24.4
547,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,13.416666666666664
548,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR,23.027777777777775
549,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO,22.5
550,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA AO NÍVEL DO JOELHO,32.0
551,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA DISTAL DE TÍBIA,25.0
552,Ronald Moon,TRATAMENTO CIRÚRGICO DE FRATURA TRANSTROCANTERIANA,30.666666666666668
553,Ronald Moon,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO,56.533333333333324
554,Ronald Moon,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO),45.0
555,Ronald Moon,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO CARPO-METACARPIANA,45.0
556,Ronald Moon,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA,43.09583333333333
557,Ronald Moon,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO INTER-FALANGEANA,32.5
558,Ronald Moon,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO-FALANGIANA / INTER-FALANGIANA,30.0
559,Ronald Moon,TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO,0.0
560,Ronald Moon,TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL,20.0
561,Ronald Moon,TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO,53.09166666666667
562,Sarah Brown,AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES,70.0
563,Sarah Brown,AMPUTAÇÃO / DESARTICULAÇÃO DE DEDO,26.476190476190478
564,Sarah Brown,AMPUTAÇÃO / DESARTICULAÇÃO DE MEMBROS SUPERIORES,33.475
565,Sarah Brown,AMPUTAÇÃO / DESARTICULAÇÃO DE MÃO E PUNHO,35.0
566,Sarah Brown,ARTRODESE DE PEQUENAS ARTICULAÇÕES,20.0
567,Sarah Brown,ARTROPLASTIA TOTAL DE JOELHO - REVISAO / RECONSTRUCAO,35.833333333333336
568,Sarah Brown,ARTROPLASTIA TOTAL PRIMARIA DO JOELHO,49.00288888888889
569,Sarah Brown,COLECISTECTOMIA VIDEOLAPAROSCOPICA,36.0
570,Sarah Brown,CURATIVO GRAU I COM OU SEM DEBRIDAMENTO,42.5
571,Sarah Brown,DEBRIDAMENTO DE FASCEITE NECROTIZANTE,35.0
572,Sarah Brown,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,30.330538922155686
573,Sarah Brown,DEBRIDAMENTO DE ULCERA / NECROSE,28.7
574,Sarah Brown,DRENAGEM DE ABSCESSO,40.0
575,Sarah Brown,ENXERTO MICROCIRURGICO DE NERVO PERIFERICO (ÚNICO NERVO),29.0
576,Sarah Brown,EXCISAO E SUTURA DE LESAO NA PELE C/ PLASTICA EM Z OU ROTACAO DE RETALHO,20.0
577,Sarah Brown,EXCISÃO E/OU SUTURA SIMPLES DE PEQUENAS LESÕES / FERIMENTOS DE PELE / ANEXOS E MUCOSA,25.0
578,Sarah Brown,EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE MÉDIAS / GRANDES ARTICULAÇÕES,19.46
579,Sarah Brown,FASCIOTOMIA DE MEMBROS INFERIORES,59.625
580,Sarah Brown,FASCIOTOMIA DE MEMBROS SUPERIORES,31.75
581,Sarah Brown,FULGURACAO / CAUTERIZACAO QUIMICA DE LESOES CUTANEAS,50.0
582,Sarah Brown,LAPAROTOMIA EXPLORADORA,24.9
583,Sarah Brown,MANIPULAÇÃO ARTICULAR,31.5
584,Sarah Brown,OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ,51.0
585,Sarah Brown,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS,17.5
586,Sarah Brown,PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA,38.0
587,Sarah Brown,QUADRICEPSPLASTIA,36.0
588,Sarah Brown,REALINHAMENTO DE MECANISMO EXTENSOR DOS DEDOS DA MÃO,18.683333333333334
589,Sarah Brown,RECONSTRUCAO DE TENDAO PATELAR / TENDAO QUADRICIPITAL,35.0
590,Sarah Brown,RECONSTRUCAO LIGAMENTAR EXTRA-ARTICULAR DO JOELHO,46.90833333333333
591,Sarah Brown,RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR),34.2610632183908
592,Sarah Brown,RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR C/ OU S/ ANTERIOR),26.386363636363637
593,Sarah Brown,REDUCAO INCRUENTA DE FRATURA / LUXACAO / FRATURA-LUXACAO DO TORNOZELO,24.5
594,Sarah Brown,REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA DISTAL DA TIBIA C/ OU S/ FRATURA DA FIBULA,46.85
595,Sarah Brown,REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO DO JOELHO,43.333333333333336
596,Sarah Brown,REDUCAO INCRUENTA DE LUXACAO FEMURO-PATELAR,40.0
597,Sarah Brown,REDUCAO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXAÇÃO ESCÁPULO-UMERAL,27.997222222222224
598,Sarah Brown,REDUÇÃO INCRUENTA C/ MANIPULAÇÃO DE LUXAÇÃO ESPONTANEA / PROGRESSIVA DO QUADRIL COM APLICAÇÃO DE DISPOSITIVOS DE CONTENÇÃO,26.030555555555555
599,Sarah Brown,REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA DE COTOVELO,61.5
600,Sarah Brown,REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO,23.208333333333332
601,Sarah Brown,REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO,37.675
602,Sarah Brown,REDUÇÃO INCRUENTA DE FRATURA DOS METACARPIANOS,52.77777777777778
603,Sarah Brown,REDUÇÃO INCRUENTA DE LUXAÇÃO / FRATURA-LUXAÇÃO DO COTOVELO,50.0
604,Sarah Brown,REDUÇÃO INCRUENTA DE LUXAÇÃO COXOFEMORAL TRAUMÁTICA / PÓS-ARTROPLASTIA,33.53809523809524
605,Sarah Brown,REDUÇÃO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXACAO NO PUNHO,37.04705882352941
606,Sarah Brown,REDUÇÃO INCRUENTA DISJUNÇÃO / LUXAÇÃO / FRATURA / FRATURA-LUXAÇÃO AO NÍVEL DO ANEL PÉLVICO,28.0
607,Sarah Brown,REPARO DE BAINHA TENDINOSA AO NIVEL DO TORNOZELO,27.0
608,Sarah Brown,RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR,31.666666666666668
609,Sarah Brown,RETIRADA DE CORPO ESTRANHO INTRA-ÓSSEO,42.5
610,Sarah Brown,RETIRADA DE CORPO ESTRANHO SUBCUTANEO,28.75
611,Sarah Brown,RETIRADA DE ESPAÇADORES / OUTROS MATERIAIS,47.75
612,Sarah Brown,RETIRADA DE FIO OU PINO INTRA-ÓSSEO,33.58904761904762
613,Sarah Brown,RETIRADA DE FIXADOR EXTERNO,28.857142857142858
614,Sarah Brown,RETIRADA DE MATERIAL DE SÍNTESE ÓSSEA / DENTÁRIA,20.0
615,Sarah Brown,RETIRADA DE PLACA E/OU PARAFUSOS,33.92925925925926
616,Sarah Brown,SUTURA DE CORNEA,15.0
617,Sarah Brown,TENOMIORRAFIA,62.010576923076925
618,Sarah Brown,TENOMIOTOMIA / DESINSERÇÃO,20.116666666666667
619,Sarah Brown,TENOPLASTIA OU ENXERTO DE TENDÃO UNICO,22.385416666666668
620,Sarah Brown,TENORRAFIA ÚNICA EM TÚNEL OSTEO-FIBROSO,52.4
621,Sarah Brown,TRANSPLANTE DO SEGUNDO PODODÁCTILO P/ POLEGAR / QUALQUER OUTRO DEDO DA MÃO,35.0
622,Sarah Brown,TRANSPOSICAO DA FIBULA PARA A TIBIA,33.0
623,Sarah Brown,TRANSPOSIÇÃO DA ULNA PARA O RÁDIO,20.516666666666666
624,Sarah Brown,TRATAMENTO CIRURGICO DAS DESINSERCOES DAS ESPINHAS INTERCONDILARES / EPICONDILARES,42.65
625,Sarah Brown,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE OSSOS DO MEDIO-PE,30.5
626,Sarah Brown,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS,33.31944444444445
627,Sarah Brown,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS,32.5
628,Sarah Brown,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE),29.03
629,Sarah Brown,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR,31.12857142857143
630,Sarah Brown,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESCAPULO-UMERAL AGUDA,33.69444444444444
631,Sarah Brown,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESTERNO-CLAVICULAR,50.0
632,Sarah Brown,TRATAMENTO CIRURGICO DE LUXACAO ESPONTANEA / PROGRESSIVA / PARALITICA DO QUADRIL,45.0
633,Sarah Brown,TRATAMENTO CIRURGICO DE RETARDO DE CONSOLIDACAO DA PSEUDARTROSE DE CLAVICULA / ESCAPULA,32.0
634,Sarah Brown,TRATAMENTO CIRURGICO P/ REPARACOES DE PERDA DE SUBSTANCIA DA MAO,15.15
635,Sarah Brown,TRATAMENTO CIRÚGICO DE FRATURA DA DIÁFISE DO ÚMERO,49.068749999999994
636,Sarah Brown,TRATAMENTO CIRÚRGICO DE ARTRITE INFECCIOSA DAS PEQUENAS ARTICULAÇÕES,30.0
637,Sarah Brown,TRATAMENTO CIRÚRGICO DE ASSOCIAÇÃO FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO / DISJUNÇÃO DO ANEL PÉLVICO,28.525
638,Sarah Brown,TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ),32.326190476190476
639,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO,49.333333333333336
640,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO),48.843693693693695
641,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DO CÔNDILO / TRÓCLEA/APOFISE CORONÓIDE DO ULNA / CABEÇA DO RÁDIO,32.858333333333334
642,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS,27.551010101010103
643,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA SUPRACONDILIANA DO ÚMERO,34.725
644,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO / DISJUNÇÃO DO ANEL PÉLVICO ANTERO-POSTERIOR,50.0
645,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA / LUXAÇÃO COXOFEMORAL C/ FRATURA DA EPÍFISE FEMORAL,5.0
646,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,31.161403508771933
647,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA,64.24886363636364
648,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,32.39641744548287
649,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR,34.7969696969697
650,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,50.63405797101449
651,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DA PATELA POR FIXAÇÃO INTERNA,31.155882352941177
652,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DE EXTREMIDADES / METÁFISE PROXIMAL DOS OSSOS DO ANTEBRAÇO,30.0
653,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE),30.586805555555557
654,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA,34.81111111111111
655,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DO ACETÁBULO,17.59166666666667
656,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DO CALCÂNEO,38.483333333333334
657,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DO PILÃO TIBIAL,34.93888888888889
658,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,32.29632034632034
659,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DO TALUS,20.0
660,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR,33.30166666666666
661,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA INTERCONDILEANA / DOS CÔNDILOS DO FÊMUR,195.96041666666667
662,Sarah Brown,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO,28.316666666666666
